mine_id,mine_name,State,latitude,longitude,mine_type,resource_extracted,depth(m),accident_date,killed,injured,remarks,temperature,humidity,wind_speed,weather_desc,AQI,CO,NO2,SO2,PM2.5,PM10,Slope_Angle,Groundwater_Level,Seismic_Activity
MINE550,ANKLESWAR PROJECT OIL MINE,Gujarat,21.63513888888889,73.00033333333333,opencast,coal,450,18.04.2015,2,0,"Dust, Gas & Other Combustible   Material",27.83,47,clear sky,3.1,3,614.17,15.59,5.48,41.07,60.6,2.105358959329957,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE551,UMRAYA MARBLE MINE,Rajasthan,25.15130555555555,73.84222222222222,opencast,marble,450,16.04.2015,1,0,Fall of Person from Height/into Depth,23.56,11,clear sky,2.19,3,380.52,6.08,5.07,31.11,53.69,3.207440535450368,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE552,CHIRIMIRI OC,Chattisgarh,23.17666666666667,82.33888888888889,opencast,coal,450,07.04.2015,1,0,Hit by Dumpers,23.49,18,overcast clouds,0.27,4,600.82,6.26,1.13,68.65,73.94,24.29775744808451,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE553,SRIRAMPUR NO.3 & 3 A,Telangana,18.75,79.25,underground,coal,450,06.04.2015,1,0,Irruption of Water,29.73,43,overcast clouds,1.28,2,480.65,7.03,2.33,15.48,25.49,1.348677678917681,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE554,GOURI EXPANSION AMALGAMATED MINE,Maharashtra,19.79555555555556,79.30333333333333,opencast,coal,450,03.04.2015,1,12,Run Over by Wheeled Trackless,29.84,40,clear sky,1.66,3,520.71,12.68,16.21,37.79,46.07,2.099688914692349,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE555,DHELANA SERPENTINE MINE,Rajasthan,25.01736111111111,74.15041666666667,opencast,serpentine,450,30.03.2015,1,0,Fall of Person from Height/into Depth,22.8,15,clear sky,1.63,3,387.19,7.37,4.05,31.52,52.81,7.186491197801569,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE556,ARDHAGRAM OPENCAST COAL MINE,West Bengal,23.5875,87.08583333333333,opencast,coal,450,27.03.2015,1,0,Due to Electricity,27.41,51,few clouds,2.92,5,1255.04,19.54,10.73,123.69,152.39,4.145830128742221,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE557,NCPH/NCPH,Chattisgarh,23.19444444444445,82.34888888888888,underground,coal,450,24.03.2015,1,0,Fall of Overhangs,23.61,17,overcast clouds,0.48,4,600.82,6.26,1.13,68.65,73.94,6.541805711410445,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE558,SHYAMSUNDARPUR,Odisha,20.44719444444445,85.79177777777778,opencast,Manganese,450,19.03.2015,1,0,Fall of Persons on the Same Level,24.07,87,broken clouds,1.81,2,397.21,3.9,0.83,17.37,24.95,1.854334168829563,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE559,ASAHI INDIA GLASS LTD.,Uttar Pradesh,25.50191666666667,87.0123611111111,opencast,silica,450,10.03.2015,1,0,Fall of Objects including Rolling   Objects,25.75,8,clear sky,3.92,5,1228.33,20.22,18.12,126.76,156.47,2.766401995722074,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE560,BASANTIMATA,Jharkhand,23.7297383,86.75786920031227,underground,coal,450,01.03.2015,1,0,Drowning in Water,28.2,11,overcast clouds,0.79,5,1001.36,22.62,16.93,81.69,112.2,2.745048732226612,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE561,VENKATESH KHANI NO.7,Telangana,17.4519444,80.6916667,underground,coal,450,28.02.2015,1,0,Fall of Sides,27.23,68,overcast clouds,3.39,3,337.12,9.51,19.55,25.46,35.46,1.854334168829563,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE562,SETHURAYANPUDUR LIMESTONE MINE,Tamil Nadu,8.784416666666667,77.65505555555556,opencast,limestone,450,26.02.2015,1,0,Run Over or Hit by Wheeled Trackless,27.55,71,overcast clouds,1.51,3,907.9,28.79,5.07,27.81,37.62,2.092717824687653,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE563,BILLI MARKUNDI STONE,Uttar Pradesh,24.621031,83.042175,opencast,stone quarry,450,25.02.2015,1,0,Run Over or Hit by Other   Non-Transportation Machinery,25.43,15,overcast clouds,1.32,4,447.27,2.74,2.15,53.64,57.37,18.7243775068473,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE564,GOURI EXPANSION AMALGAMATED MINE,Maharashtra,19.7874,79.2972,opencast,coal,450,23.02.2015,1,0,Hit by Other Heavy Earth Moving   Machinery,29.84,40,clear sky,1.66,3,520.71,12.68,16.21,37.79,46.07,3.096100205342771,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE565,MASARO KI OBERI SERPENTINE MINE,Rajasthan,24.01361111111111,73.68852777777778,opencast,marble,450,22.02.2015,1,0,Fall of Sides,27.89,9,clear sky,3.36,3,500.68,6.77,6.44,33.41,54.08,3.561886156300927,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE566,BALAKUNDI PINK GRANITE MINE,Karnataka,15.0,76.0,opencast,Granite,450,13.02.2015,1,0,Flying Pieces (Except due to   Explosives),25.38,67,overcast clouds,4.54,2,277.04,2.29,0.42,20.19,30.09,3.704791833671086,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE567,SUBBRAYANAHALLI IRON ORE MINE,Karnataka,15.23475,76.39847222222222,opencast,chromite,450,12.02.2015,1,0,Hit by Dumpers,27.27,61,overcast clouds,3.7,3,303.75,3.43,0.89,27.84,38.48,9.3149761201649,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE568,AKASHKINARI,Jharkhand,23.8085,86.2846111111111,opencast,coal,450,31.01.2015,1,0,Due to Electricity,28.03,10,overcast clouds,0.97,4,554.09,6.68,7.39,53.4,72.45,2.745953356571008,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE569,BAGDEWA U/G MINE,Chattisgarh,22.34166666666667,82.56777777777778,opencast,coal,450,30.01.2015,1,0,Run Over by Loading Machines,26.72,15,overcast clouds,2.49,4,440.6,3.56,17.17,57.62,61.67,7.044651245885611,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE570,KHOTTADIH,West Bengal,23.7247557,87.2384526,opencast,coal,450,29.01.2015,1,0,Hit by Other Heavy Earth Moving   Machinery,27.85,48,scattered clouds,2.69,5,1241.68,27.76,19.55,108.81,136.22,6.056005099534335,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE571,DURGAPUR RAYATWARI,Maharashtra,20.01413888888889,79.31052777777778,opencast,coal,450,24.01.2015,1,0,Fall of Person from Height/into Depth,30.04,40,scattered clouds,1.69,4,580.79,5.91,2.15,56.82,66.22,1.354225714093352,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE572,RAVINDRA KHANI NEW TECH,Telangana,18.88811111111111,79.50166666666667,underground,coal,450,18.01.2015,1,0,Fall of Objects incl. Rolling Object,29.77,43,overcast clouds,0.86,2,500.68,15.25,17.88,17.49,26.85,2.697028616218266,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE573,CHIKLA MANGANESE MINE,Maharashtra,21.54305555555556,79.7538888888889,underground,Manganese,450,14.01.2015,1,0,Fall of Sides,26.82,24,few clouds,1.39,4,507.36,3.17,2.8,50.89,54.7,20.13333484299973,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE574,MOHER & MOHER AMLOHRI EXTENSION   OCP,Madhya Pradesh,24.135,82.59944444444444,opencast,coal,450,12.01.2015,2,0,Hit by Dumpers,22.9,15,broken clouds,1.03,4,520.71,3.77,2.09,59.5,63.84,13.10464423699013,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE575,JHANJHAR MARBLE MINE,Rajasthan,25.14688888888889,73.79036111111111,opencast,stone quarry,450,07.01.2015,1,0,Hit by Dumpers,23.49,11,clear sky,1.92,3,377.18,6.08,5.13,29.79,51.27,4.627367505919335,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE576,KARGALI OCP,Jharkhand,23.76888888888889,85.97166666666666,opencast,coal,450,05.01.2015,1,0,Hit by Other   Heavy Earth Moving Machinery,27.4,10,overcast clouds,1.59,4,580.79,7.2,5.66,54.77,70.45,2.112817003004156,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE577,CHECHAT LIMESTONE MINE,Rajasthan,24.76666666666667,75.88333333333334,opencast,limestone,450,05.01.2015,1,0,Hit by Dumpers,26.22,36,few clouds,1.38,4,634.19,10.11,7.27,56.19,67.17,1.021333580448115,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE578,BILLI MARKUNDI STONE   MINE,Uttar Pradesh,24.62103055555556,83.042175,opencast,stone quarry,450,03.01.2015,1,0,Fall of Person from Height/into Depth,25.43,15,overcast clouds,1.32,4,447.27,2.74,2.15,53.64,57.37,18.7243775068473,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE579,BHUBANESWARI OPENCAST PROJECT,Odisha,20.96611944444444,85.184925,opencast,coal,450,02.01.2015,1,0,Hit by Dumpers,24.4,77,clear sky,2.87,3,534.06,6.34,1.82,31.15,39.92,3.414774378126485,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE580,GIDI A,Jharkhand,23.6908728,85.3641194,opencast,coal,450,01.01.2015,1,0,Hit by Dumpers,25.94,11,overcast clouds,2.01,4,574.11,8.82,3.82,50.92,68.14,2.226812248521277,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE581,Basanti mata mine,Jharkhand,23.7308,86.7561,underground,coal,900,11.11.2013,4,160,Roof of an underground coal mine   collapsed,28.2,11,overcast clouds,0.79,5,1001.36,22.62,16.93,81.69,112.2,3.174581370352306,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE582,Anjani Hill Mine ,Chhattisgarh,23.16677777777778,82.32158333333334,underground,coal,900,06.05.2010,3,30,Due   to blast inside coal mine,23.38,18,overcast clouds,0.29,4,600.82,6.26,1.13,68.65,73.94,5.898504181673025,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE583,Bagdigi mine ,Jharkhand,23.70894444444444,86.43161111111111,underground,coal,900,02.02.2001,29,0,Flooding   due to collapse of a wall,28.74,10,overcast clouds,0.76,5,921.25,22.28,14.78,76.08,103.85,2.227066668279512,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE584,Gajlitand colliery ,Jharkhand,24.12430555555556,86.86091666666665,underground,coal,900,27.12.1975,64,0,Rainfall caused flooding at the mine,28.2,10,overcast clouds,0.37,4,707.63,11.65,7.99,69.34,90.71,2.749617049895467,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE585,Chasnala coal mine ,Jharkhand,23.6635,86.4516,underground,coal,900,27.12.1975,372,0,Explosion â€“ followed by flooding,29.01,9,overcast clouds,1.2,5,921.25,22.28,14.78,76.08,103.85,3.035065057460008,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
